Date,Biden,Trump
2020-10-06,47.0,34.0
2020-10-05,53.0,43.0
2020-10-09,51.0,43.0
2020-10-09,51.0,43.0
2020-10-09,50.0,39.0
2020-10-07,52.0,43.0
2020-10-07,53.0,42.0
2020-10-10,49.0,41.0
2020-10-08,52.0,46.0
2020-10-08,51.0,43.0
2020-10-08,53.0,41.0
2020-10-08,50.0,45.0
2020-10-07,51.0,43.0
2020-09-29,51.0,43.0
2020-10-06,54.0,42.0
2020-10-06,55.0,43.0
2020-10-06,53.0,41.0
2020-10-05,55.0,41.0
2020-09-25,48.0,35.0
2020-09-22,46.0,39.0
2020-10-05,53.0,45.0
2020-10-06,56.0,41.0
2020-10-04,51.0,43.0
2020-10-04,51.0,42.0
2020-10-03,45.0,40.0
2020-10-03,53.0,43.0
2020-10-02,52.0,40.0
2020-10-02,52.0,40.0
2020-09-30,52.0,40.0
2020-09-29,47.0,42.0
2020-10-02,52.0,44.0
2020-09-30,52.0,42.0
2020-09-22,54.0,42.0
2020-09-22,53.0,42.0
2020-10-03,50.0,42.0
2020-10-02,49.0,40.0
2020-10-02,52.0,46.0
2020-10-02,52.0,42.0
2020-10-01,51.0,38.0
2020-10-01,53.0,43.0
2020-10-01,57.0,41.0
2020-09-30,51.0,37.0
2020-10-02,53.0,39.0
2020-10-02,51.0,41.0
2020-10-02,51.0,43.0
2020-10-01,51.0,43.0
2020-10-01,53.0,41.0
2020-10-01,49.0,45.0
2020-10-01,52.0,43.0
2020-10-02,47.0,45.0
2020-10-02,49.0,47.0
2020-10-01,48.0,40.0
2020-09-27,52.0,38.0
2020-09-30,47.0,40.0
2020-09-30,51.0,41.0
2020-09-30,49.0,46.0
2020-09-30,48.0,31.0
2020-09-29,52.0,46.0
2020-09-29,50.0,41.0
2020-09-29,54.0,41.0
2020-09-27,50.0,42.0
2020-09-27,51.0,43.0
2020-09-26,47.0,43.0
2020-09-01,52.0,46.0
2020-09-25,51.0,42.0
2020-09-23,51.0,43.0
2020-09-26,53.0,43.0
2020-09-26,50.0,40.0
2020-09-25,46.0,43.0
2020-09-25,47.0,40.0
2020-09-25,51.0,44.0
2020-09-24,50.0,40.0
2020-09-24,50.0,45.0
2020-08-07,50.0,40.0
2020-09-24,51.0,45.0
2020-09-24,52.0,44.0
2020-09-24,49.0,47.0
2020-09-24,48.0,30.0
2020-09-22,45.0,40.0
2020-09-19,50.0,41.0
2020-09-19,51.0,43.0
2020-09-22,47.0,45.0
2020-09-22,49.0,41.0
2020-09-22,51.0,44.0
2020-09-22,50.0,41.0
2020-09-21,49.0,43.0
2020-09-21,54.0,44.0
2020-09-22,50.0,41.0
2020-09-22,50.0,47.0
2020-09-21,49.0,44.0
2020-09-14,51.0,41.0
2020-09-22,55.0,42.0
2020-09-20,49.0,42.0
2020-09-18,50.0,42.0
2020-09-16,48.0,47.0
2020-09-14,53.0,42.0
2020-09-09,57.0,42.0
2020-09-09,55.0,44.0
2020-09-19,45.0,40.0
2020-09-19,51.0,43.0
2020-09-17,53.0,42.0
2020-09-17,52.0,42.0
2020-09-11,47.0,37.0
2020-09-08,52.0,42.0
2020-09-08,51.0,42.0
2020-09-18,51.0,42.0
2020-09-18,48.0,41.0
2020-09-18,48.0,41.0
2020-09-17,46.0,39.0
2020-09-17,50.0,44.0
2020-09-17,52.0,42.0
2020-09-17,49.0,46.0
2020-09-16,50.0,44.0
2020-09-16,51.0,44.0
2020-09-15,47.0,41.0
2020-09-15,51.0,42.0
2020-09-15,49.0,41.0
2020-09-13,51.0,43.0
2020-09-12,51.0,39.0
2020-09-11,49.0,42.0
2020-09-11,52.0,43.0
2020-09-15,53.0,42.0
2020-09-13,51.0,42.0
2020-09-13,51.0,43.0
2020-09-11,50.0,41.0
2020-09-09,46.0,47.0
2020-09-08,50.0,40.0
2020-09-11,44.0,40.0
2020-09-10,56.0,44.0
2020-09-10,55.0,45.0
2020-09-10,53.0,42.0
2020-09-10,45.0,39.0
2020-09-11,47.0,41.0
2020-09-10,46.0,42.0
2020-09-10,51.0,43.0
2020-09-10,48.0,43.0
2020-09-09,49.0,39.0
2020-09-08,53.0,45.0
2020-09-07,51.0,46.0
2020-09-04,51.0,42.0
2020-09-08,52.0,41.0
2020-09-07,51.0,44.0
2020-09-07,49.0,40.0
2020-09-06,52.0,43.0
2020-09-05,47.0,39.0
2020-09-03,51.0,44.0
2020-09-03,52.0,40.0
2020-09-02,48.0,46.0
2020-09-03,51.0,43.0
2020-09-03,47.0,41.0
2020-08-25,51.0,42.0
2020-08-25,52.0,42.0
2020-09-04,49.0,41.0
2020-09-04,47.0,41.0
2020-09-04,50.0,43.0
2020-09-04,49.0,43.0
2020-09-02,48.0,46.0
2020-08-25,52.0,42.0
2020-09-02,52.0,42.0
2020-09-01,51.0,43.0
2020-08-28,48.0,43.0
2020-09-01,42.0,38.0
2020-09-01,51.0,45.0
2020-08-31,53.0,47.0
2020-09-01,53.0,43.0
2020-08-31,47.0,40.0
2020-08-31,49.0,41.0
2020-08-30,51.0,40.0
2020-08-29,49.0,41.0
2020-08-28,51.0,43.0
2020-08-26,49.0,45.0
2020-08-30,51.0,49.0
2020-08-29,51.0,43.0
2020-08-29,46.0,40.0
2020-08-28,52.0,42.0
2020-08-28,47.0,42.0
2020-08-28,50.0,43.0
2020-08-27,52.0,43.0
2020-08-27,46.0,41.0
2020-08-01,52.0,46.0
2020-08-28,49.0,42.0
2020-08-26,49.0,41.0
2020-08-24,49.0,46.0
2020-08-29,45.0,42.0
2020-08-29,48.0,42.0
2020-08-29,50.0,44.0
2020-08-27,48.0,44.0
2020-08-27,50.0,42.0
2020-08-27,47.0,41.0
2020-08-26,50.0,43.0
2020-08-25,47.0,38.0
2020-08-24,50.0,37.0
2020-08-25,49.0,39.0
2020-08-21,54.0,39.0
2020-08-23,50.0,41.0
2020-08-23,51.0,43.0
2020-08-22,47.0,38.0
2020-08-19,46.0,45.0
2020-08-19,47.0,40.0
2020-08-21,54.0,41.0
2020-08-11,54.0,39.0
2020-08-11,53.0,40.0
2020-08-23,52.0,42.0
2020-08-21,51.0,43.0
2020-08-21,49.0,40.0
2020-08-20,50.0,39.0
2020-08-18,48.0,39.0
2020-08-20,52.0,43.0
2020-08-20,52.0,42.0
2020-08-21,52.0,43.0
2020-08-19,49.0,39.0
2020-08-17,46.0,43.0
2020-08-17,51.0,43.0
2020-08-16,50.0,40.0
2020-08-15,46.0,38.0
2020-08-14,48.0,40.0
2020-08-14,51.0,38.0
2020-08-14,53.0,39.0
2020-08-12,48.0,44.0
2020-08-17,51.0,43.0
2020-08-14,51.0,35.0
2020-08-14,51.0,43.0
2020-08-07,43.0,42.0
2020-08-14,50.0,41.0
2020-08-12,54.0,44.0
2020-08-12,50.0,46.0
2020-08-13,50.0,41.0
2020-08-12,52.0,42.0
2020-08-11,45.0,39.0
2020-08-11,51.0,42.0
2020-08-12,48.0,41.0
2020-08-09,50.0,41.0
2020-08-09,49.0,42.0
2020-08-11,53.0,40.0
2020-08-10,58.0,42.0
2020-08-10,49.0,38.0
2020-08-09,49.0,39.0
2020-08-08,44.0,40.0
2020-08-05,49.0,43.0
2020-08-03,53.0,42.0
2020-07-31,48.0,37.0
2020-08-09,49.0,40.0
2020-08-08,51.0,43.0
2020-08-06,52.0,43.0
2020-08-06,51.0,41.0
2020-08-04,54.0,41.0
2020-08-07,50.0,44.0
2020-08-06,45.0,37.0
2020-08-05,51.0,42.0
2020-08-04,47.0,39.0
2020-08-01,53.0,40.0
2020-08-02,43.0,40.0
2020-08-03,48.0,38.0
2020-08-03,48.0,38.0
2020-08-02,49.0,40.0
2020-08-02,51.0,42.0
2020-07-29,48.0,45.0
2020-07-27,53.0,45.0
2020-07-30,50.0,43.0
2020-07-01,51.0,47.0
2020-07-29,53.0,47.0
2020-07-28,49.0,40.0
2020-07-27,50.0,43.0
2020-07-28,52.0,42.0
2020-07-27,47.0,38.0
2020-07-26,49.0,40.0
2020-07-25,48.0,41.0
2020-07-24,48.0,40.0
2020-07-22,48.0,42.0
2020-07-06,48.0,34.0
2020-07-23,48.0,41.0
2020-07-21,51.0,45.0
2020-07-24,51.0,42.0
2020-07-24,51.0,43.0
2020-07-23,45.0,37.0
2020-07-21,51.0,41.0
2020-07-21,44.0,40.0
2020-07-21,55.0,45.0
2020-07-21,51.0,42.0
2020-07-17,50.0,37.0
2020-07-17,53.0,38.0
2020-07-21,50.0,44.0
2020-07-19,48.0,41.0
2020-07-15,46.0,38.0
2020-07-15,47.0,45.0
2020-07-18,50.0,42.0
2020-07-17,45.0,38.0
2020-07-16,46.0,34.0
2020-07-17,47.0,40.0
2020-07-15,55.0,44.0
2020-07-14,47.0,38.0
2020-07-13,47.0,40.0
2020-07-15,50.0,39.0
2020-07-15,50.0,42.0
2020-07-12,54.0,44.0
2020-07-12,49.0,41.0
2020-07-13,47.0,37.0
2020-07-12,49.0,40.0
2020-07-12,50.0,42.0
2020-07-11,47.0,39.0
2020-07-08,47.0,44.0
2020-07-09,52.0,37.0
2020-07-06,47.0,39.0
2020-07-10,51.0,41.0
2020-07-09,51.0,40.0
2020-07-09,46.0,39.0
2020-07-09,50.0,42.0
2020-07-09,48.0,40.0
2020-07-09,48.0,39.0
2020-07-08,49.0,42.0
2020-07-06,51.0,42.0
2020-07-02,49.0,41.0
2020-07-07,52.0,42.0
2020-07-06,43.0,37.0
2020-07-05,50.0,40.0
2020-07-05,49.0,40.0
2020-07-03,50.0,42.0
2020-06-29,48.0,39.0
2020-07-03,43.0,39.0
2020-07-01,49.0,40.0
2020-06-30,51.0,42.0
2020-06-29,45.0,40.0
2020-06-23,50.0,39.0
2020-06-29,46.0,38.0
2020-06-28,49.0,40.0
2020-06-27,48.0,40.0
2020-06-26,52.0,39.0
2020-06-26,53.0,41.0
2020-06-08,51.0,46.0
2020-06-27,50.0,43.0
2020-06-25,53.0,41.0
2020-06-25,46.0,37.0
2020-06-26,49.0,41.0
2020-06-22,55.0,41.0
2020-06-22,47.0,40.0
2020-06-12,47.0,39.0
2020-06-25,47.0,39.0
2020-06-23,44.8,40.6
2020-06-25,53.0,42.0
2020-06-24,50.0,42.0
2020-06-24,47.0,39.0
2020-06-22,52.0,44.0
2020-06-19,52.0,40.0
2020-06-23,50.0,44.0
2020-06-22,43.0,39.0
2020-06-22,47.0,37.0
2020-06-21,50.0,42.0
2020-06-21,49.0,41.0
2020-06-19,47.0,38.0
2020-06-17,50.0,36.0
2020-06-16,54.0,44.0
2020-06-15,47.0,39.0
2020-06-18,50.0,42.0
2020-06-19,52.0,43.0
2020-06-17,56.0,44.0
2020-06-15,51.0,42.0
2020-06-14,50.0,41.0
2020-06-13,50.0,38.0
2020-06-12,53.0,42.0
2020-06-12,50.0,42.0
2020-06-10,48.0,35.0
2020-06-09,50.0,43.9
2020-06-11,49.0,41.0
2020-06-12,50.0,42.0
2020-06-12,51.0,41.0
2020-06-08,51.0,38.0
2020-06-08,48.0,39.0
2020-06-11,48.0,36.0
2020-06-11,51.0,41.0
2020-06-06,51.6,42.9
2020-06-09,50.0,42.0
2020-06-06,48.0,41.0
2020-06-09,49.0,40.0
2020-05-28,50.0,39.0
2020-06-07,49.0,41.0
2020-06-08,46.0,38.0
2020-06-02,53.0,42.2
2020-06-02,50.0,37.0
2020-06-06,51.0,42.0
2020-06-07,46.3,38.9
2020-06-01,47.0,39.0
2020-06-04,53.1,41.9
2020-06-04,47.0,37.0
2020-06-03,53.0,41.0
2020-06-03,49.0,43.0
2020-06-02,55.0,41.0
2020-05-21,40.0,32.0
2020-06-02,53.0,43.0
2020-06-01,47.0,37.0
2020-06-02,50.0,43.0
2020-06-02,53.0,47.0
2020-06-01,47.0,44.0
2020-05-31,45.0,42.0
2020-06-01,46.0,46.0
2020-06-01,47.0,37.0
2020-06-01,46.0,41.0
2020-05-31,47.0,40.0
2020-05-31,49.0,43.0
2020-05-28,49.0,42.0
2020-05-26,50.9,44.4
2020-05-31,51.0,39.0
2020-05-29,47.0,43.0
2020-05-28,52.0,41.0
2020-05-29,48.0,41.0
2020-05-25,46.0,41.0
2020-05-16,46.0,37.0
2020-05-28,49.0,44.0
2020-05-29,48.0,40.0
2020-05-28,46.0,39.0
2020-05-21,49.7,45.4
2020-05-25,53.0,43.0
2020-05-25,48.0,44.0
2020-05-21,43.0,40.0
2020-05-20,45.0,39.0
2020-05-23,45.0,42.0
2020-05-19,51.8,44.1
2020-05-22,48.0,44.0
2020-05-18,46.0,41.0
2020-05-16,53.9,42.7
2020-05-20,46.0,42.0
2020-05-19,49.0,44.0
2020-05-18,51.0,42.0
2020-05-17,48.0,40.0
2020-05-19,51.0,42.0
2020-05-18,47.0,38.0
2020-05-18,48.0,43.0
2020-05-17,47.0,42.0
2020-05-12,51.5,41.5
2020-05-16,49.0,44.0
2020-05-14,50.0,39.0
2020-05-13,43.0,41.0
2020-05-15,48.0,45.0
2020-05-11,46.0,41.0
2020-05-14,43.0,39.0
2020-05-09,51.6,41.4
2020-05-13,49.0,43.0
2020-05-02,43.0,39.0
2020-05-13,42.0,41.0
2020-05-13,53.0,47.0
2020-05-12,48.0,41.0
2020-05-11,46.0,38.0
2020-05-10,47.0,43.0
2020-05-10,48.0,45.0
2020-05-05,52.0,43.3
2020-05-07,51.0,46.0
2020-05-04,45.0,42.0
2020-05-08,47.0,40.0
2020-05-08,48.0,39.0
2020-05-07,48.0,44.0
2020-05-07,44.0,38.0
2020-05-02,50.0,44.5
2020-05-06,41.0,41.0
2020-05-04,49.0,44.0
2020-05-05,50.0,44.0
2020-05-04,45.0,42.0
2020-05-04,43.0,41.0
2020-05-03,46.0,42.0
2020-05-02,47.0,44.0
2020-04-28,51.0,45.0
2020-04-30,50.0,41.0
2020-04-30,47.0,40.0
2020-05-02,45.0,41.0
2020-05-01,47.0,44.0
2020-04-27,46.0,42.0
2020-05-02,46.0,39.0
2020-05-02,49.5,45.3
2020-05-01,49.0,43.0
2020-07-30,44.0,40.0
2020-07-29,45.0,39.0
2020-07-29,43.0,43.0
2020-04-28,52.0,43.0
2020-07-28,47.0,41.0
2020-07-28,54.0,46.0
2020-07-28,49.2,45.3
2020-07-26,46.0,42.0
2020-07-25,46.0,38.0
2020-07-25,44.0,38.0
2020-07-25,52.0,44.0
2020-04-23,49.0,40.0
2020-04-21,49.0,44.0
2020-07-21,48.0,42.0
2020-07-21,52.0,43.0
2020-07-21,47.0,39.0
2020-07-21,52.7,44.3
2020-07-20,42.0,40.0
2020-07-20,56.0,42.0
2020-04-19,49.0,40.0
2020-07-19,47.0,42.0
2020-07-18,48.0,44.0
2020-07-18,49.0,40.0
2020-07-18,52.2,44.3
2020-07-16,53.0,47.0
2020-07-16,46.0,42.0
2020-07-16,47.0,43.0
2020-07-15,49.0,42.0
2020-07-15,51.0,40.0
2020-07-15,48.0,43.0
2020-04-14,49.0,45.0
2020-07-14,45.0,40.0
2020-07-14,48.0,43.0
2020-07-14,48.0,44.0
2020-07-14,53.9,42.1
2020-12-01,47.0,45.0
2020-12-01,45.0,42.0
2020-04-06,49.0,45.0
2020-10-01,52.8,43.3
2020-07-01,49.0,40.0
2020-07-01,43.0,37.0
2020-07-01,48.0,42.0
2020-07-01,42.0,42.0
2020-07-01,47.0,41.0
2020-07-01,48.0,44.0
2020-06-01,53.0,42.0
2020-06-01,44.0,39.0
2020-06-01,49.0,41.0
2020-05-01,51.0,43.0
2020-04-05,46.0,42.0
2020-04-04,50.2,43.8
2020-04-03,50.0,44.0
2020-03-01,43.0,45.0
2020-04-01,47.0,41.0
2020-07-31,46.0,40.0
2020-07-31,46.0,42.0
2020-07-30,47.0,43.0
2020-07-29,46.0,42.0
2020-07-28,46.0,42.0
2020-07-28,47.0,42.0
2020-07-28,45.0,40.0
2020-07-28,51.1,42.8
2020-07-26,46.0,40.0
2020-07-26,46.0,45.0
2020-07-26,55.0,45.0
2020-07-25,49.0,47.0
2020-07-24,46.0,42.0
2020-07-24,49.0,40.0
2020-07-24,51.0,41.0
2020-07-24,46.0,39.0
2020-07-24,48.0,36.0
2020-03-23,48.0,40.0
2020-07-22,48.0,45.0
2020-07-22,47.0,42.0
2020-07-19,53.0,47.0
2020-07-17,48.0,41.0
2020-07-16,46.0,37.0
2020-07-15,51.0,43.0
2020-07-15,48.0,42.0
2020-07-13,52.0,43.0
2020-12-01,51.0,49.0
2020-11-01,45.0,41.0
2020-11-01,48.0,46.0
2020-11-01,48.0,42.0
2020-10-01,47.0,43.0
2020-09-01,44.0,42.0
2020-08-01,52.0,41.0
2020-08-01,48.0,42.0
2020-08-01,46.0,42.0
2020-07-01,53.0,43.0
2020-07-29,49.0,46.0
2020-07-28,55.0,45.0
2020-07-27,50.0,41.0
2020-07-27,46.0,42.0
2020-07-26,49.0,41.0
2020-07-25,47.0,40.0
2020-07-22,47.0,45.0
2020-07-22,46.8,39.4
2020-07-18,48.0,52.0
2020-07-17,52.0,45.0
2020-07-17,52.0,44.0
2020-07-17,42.0,40.0
2020-07-17,48.0,45.0
2020-07-17,46.0,42.0
2020-07-16,50.0,44.0
2020-07-14,46.0,46.0
2020-10-01,44.0,42.0
2020-09-01,50.0,43.0
2020-09-01,45.0,42.0
2020-02-02,46.0,46.0
2020-02-02,45.8,45.4
2020-02-02,46.0,42.0
2020-07-30,49.0,48.0
2020-07-29,50.0,44.0
2020-07-28,49.0,40.0
2020-07-26,47.0,41.0
2020-07-23,50.0,50.0
2020-07-23,50.0,46.0
2020-07-23,49.0,40.0
2020-07-22,50.0,41.0
2020-07-19,53.0,44.0
2020-07-19,46.0,41.0
2020-07-16,46.0,46.0
2020-07-16,50.0,43.0
2020-12-01,46.0,41.0
2020-11-01,48.0,46.0
2020-01-05,46.0,40.0
